,date,private,foreign,institution
2339,17-08-11,-20,-134,273
2340,16-08-11,-3944,6604,-2550
2341,12-08-11,4914,-2785,-2181
2342,11-08-11,1081,-2792,1417
2343,10-08-11,15559,-12625,-2884
2344,09-08-11,1199,-11669,9845
2345,08-08-11,-7333,-844,7948
2346,05-08-11,-5722,-4110,9836
2347,04-08-11,4725,-4386,51
2348,03-08-11,7179,-7776,178
2349,02-08-11,6806,-3742,-3103
2350,01-08-11,-5185,2534,2626
2351,29-07-11,1145,-1474,256
2352,28-07-11,1309,-1260,-130
2353,27-07-11,-2571,-418,3053
2354,26-07-11,-1692,-317,3511
2355,25-07-11,1412,-610,-820
2356,22-07-11,-5449,1616,3995
2357,21-07-11,247,-1778,1516
2358,20-07-11,-2597,-1354,4085
2359,19-07-11,83,-3095,2904
2360,18-07-11,2444,-2108,-260
2361,15-07-11,-1484,-1277,2834
2362,14-07-11,7492,-449,-938
2363,13-07-11,3456,-1958,-1532
2364,12-07-11,4721,-3858,-950
2365,11-07-11,1201,1077,-2681
2366,08-07-11,21,17182,-15467
2367,07-07-11,-6265,5333,1119
2368,06-07-11,-776,1699,-637
2369,05-07-11,-5722,3757,2527
2370,04-07-11,-3735,1610,2217
2371,01-07-11,-5793,1633,4200
2372,30-06-11,-3304,1836,1442
2373,29-06-11,-5497,4203,1453
2374,28-06-11,-2169,-370,3269
2375,27-06-11,3973,-1030,-3039
2376,24-06-11,-6384,560,5843
2377,23-06-11,1570,-1274,-328
2378,22-06-11,-3163,-172,3492
2379,21-06-11,-2401,34,2573
2380,20-06-11,-493,-1309,1990
2381,17-06-11,706,-1882,1356
2382,16-06-11,3197,-2081,-1086
2383,15-06-11,-1796,155,1969
2384,14-06-11,-4435,-525,4908
2385,13-06-11,-1471,-2037,3480
2386,10-06-11,3415,-340,-2780
2387,09-06-11,6541,-6596,95
2388,08-06-11,3596,918,-4480
2389,07-06-11,162,2175,-2020
2390,03-06-11,-485,216,785
2391,02-06-11,2860,-321,-2842
2392,01-06-11,-507,492,50
2393,31-05-11,-12411,4829,7702
2394,30-05-11,1631,-838,-801
2395,27-05-11,-1676,2224,673
2396,26-05-11,-5166,2908,2549
2397,25-05-11,1676,-726,-794
2398,24-05-11,818,-2736,2041
2399,23-05-11,4614,-4123,-463
2400,20-05-11,-731,-1236,1951
2401,19-05-11,2810,-3805,1116
2402,18-05-11,-1974,-496,2135
2403,17-05-11,3006,-2341,-505
2404,16-05-11,4299,-5093,636
2405,13-05-11,5457,-6377,796
2406,12-05-11,10532,-9964,-912
2407,11-05-11,-15,1436,-1502
2408,09-05-11,2217,709,-3163
2409,06-05-11,3783,-2376,-1306
2410,04-05-11,1915,196,-1991
2411,03-05-11,3610,338,-3510
2412,02-05-11,-4905,1910,2990
2413,29-04-11,1347,760,-2149
2414,28-04-11,1896,90,-2555
2415,27-04-11,-4328,6885,-1968
2416,26-04-11,2877,778,-2973
2417,25-04-11,847,1313,-2028
2418,22-04-11,3152,2103,-5171
2419,21-04-11,-5914,8275,-2000
2420,20-04-11,-4311,1775,2726
2421,19-04-11,6457,-5318,-1206
2422,18-04-11,4480,-326,-4053
2423,15-04-11,1928,-1543,-117
2424,14-04-11,1487,-179,-1174
2425,13-04-11,676,-238,-855
2426,12-04-11,6028,-2209,-3796
2427,11-04-11,2254,997,-2902
2428,08-04-11,-348,1125,-701
2429,07-04-11,2044,670,-2446
2430,06-04-11,-2555,5161,-2994
2431,05-04-11,-1465,2178,-706
2432,04-04-11,4107,1827,-5350
2433,01-04-11,-4658,7347,-2582
2434,31-03-11,-4692,6901,-1781
2435,30-03-11,-5518,4922,1023
2436,29-03-11,-771,1739,-760
2437,28-03-11,963,1627,-2340
2438,25-03-11,-2097,3588,-1123
2439,24-03-11,-2544,2725,-53
2440,23-03-11,-556,1237,-435
2441,22-03-11,-50,2301,-1967
2442,21-03-11,169,1320,-1455
2443,18-03-11,-2905,1387,1279
2444,17-03-11,-1830,1133,1021
2445,16-03-11,-5443,-40,5454
2446,15-03-11,17,-2281,1681
2447,14-03-11,-1663,1304,432
2448,11-03-11,3772,-5034,974
2449,10-03-11,7194,-11779,4704
2450,09-03-11,379,-357,-139
2451,08-03-11,-623,-4068,4606
2452,07-03-11,2809,-465,-2196
2453,04-03-11,-6276,3960,1788
2454,03-03-11,-4042,1788,1796
2455,02-03-11,-441,-732,926
2456,28-02-11,464,-2231,1658
2457,25-02-11,763,-3180,2044
2458,24-02-11,-1335,-1768,3296
2459,23-02-11,-1033,-1598,2995
2460,22-02-11,1673,-3407,1970
2461,21-02-11,2249,1762,-3770
2462,18-02-11,-2821,955,1840
2463,17-02-11,-372,712,-493
2464,16-02-11,-605,-2049,2811
2465,15-02-11,694,-487,-364
2466,14-02-11,-1693,312,1115
2467,11-02-11,3136,-6173,2704
2468,10-02-11,8009,-10972,3009
2469,09-02-11,4636,-4796,274
2470,08-02-11,1321,-827,-620
2471,07-02-11,-413,71,428
2472,01-02-11,2086,-1416,-773
2473,31-01-11,5284,-6996,1739
2474,28-01-11,3093,-1592,-1059
2475,27-01-11,44,3639,-3346
2476,26-01-11,-3350,1191,1982
2477,25-01-11,-2853,725,1956
2478,24-01-11,-790,-1254,1970
2479,21-01-11,3983,-2955,-684
2480,20-01-11,3192,-1340,-1922
2481,19-01-11,-458,-34,652
2482,18-01-11,960,-200,-814
2483,17-01-11,4641,-353,-4422
2484,14-01-11,1801,-1426,55
2485,13-01-11,6389,1458,-8113
2486,12-01-11,-365,3259,-2851
2487,11-01-11,957,-1013,147
2488,10-01-11,1734,-2357,845
2489,07-01-11,-1725,-509,2324
2490,06-01-11,-871,3401,-2408
2491,05-01-11,-479,1300,-855
2492,04-01-11,-3723,5106,-1014
2493,03-01-11,-3665,3097,496
2494,30-12-10,-1984,-1438,4120
2495,29-12-10,1016,-217,-1067
2496,28-12-10,-4873,2425,3001
2497,27-12-10,-456,1559,-896
2498,24-12-10,702,758,-999
2499,23-12-10,524,1385,-1050
2500,22-12-10,1944,3546,-4811
2501,21-12-10,3919,-305,-2998
2502,20-12-10,-2890,1837,1125
2503,17-12-10,-1380,1831,-102
2504,16-12-10,1958,510,-1791
2505,15-12-10,1807,3893,-5043
2506,14-12-10,-1204,5468,-4063
2507,13-12-10,738,382,-878
2508,10-12-10,2329,-20,31
2509,09-12-10,-4018,3356,933
2510,08-12-10,364,2642,-2905
2511,07-12-10,-1135,810,463
2512,06-12-10,2003,-156,-1815
2513,03-12-10,-1284,3538,-2392
2514,02-12-10,-2582,4028,-1597
2515,01-12-10,-1035,345,777
2516,30-11-10,-813,-923,1747
2517,29-11-10,370,-1611,1231
2518,26-11-10,-4002,609,3332
2519,25-11-10,310,-1700,1489
2520,24-11-10,-5718,497,4891
2521,23-11-10,594,1812,-2214
2522,22-11-10,-3646,1955,1727
2523,19-11-10,209,1919,-2081
2524,18-11-10,-532,-1566,1907
2525,17-11-10,1480,-3061,1282
2526,16-11-10,2704,769,-3537
2527,15-11-10,-504,2264,-1621
2528,12-11-10,1861,8875,-4798
2529,11-11-10,4174,-13098,8758
2530,10-11-10,-3358,4438,-953
2531,09-11-10,586,-293,-414
2532,08-11-10,-84,2575,-2254
2533,05-11-10,-4539,7976,-3149
2534,04-11-10,-242,3252,-3204
2535,03-11-10,-2612,1908,382
2536,02-11-10,1539,115,-1693
2537,01-11-10,-577,-75,976
2538,29-10-10,6274,-3368,-2975
2539,28-10-10,1965,605,-2025
2540,27-10-10,3113,848,-3825
2541,26-10-10,42,4449,-4188
2542,25-10-10,-4602,4990,-319
2543,22-10-10,-6403,5594,927
2544,21-10-10,1345,32,-1425
2545,20-10-10,547,-1997,1552
2546,19-10-10,3007,1324,-4134
2547,18-10-10,3556,449,-3921
2548,15-10-10,-393,1191,1764
2549,14-10-10,-2889,1548,1597
2550,13-10-10,630,-1501,859
2551,12-10-10,3376,-1779,-1810
2552,11-10-10,834,2164,-2999
2553,08-10-10,-468,1739,-1388
2554,07-10-10,-1323,1139,259
2555,06-10-10,-6500,8483,-1905
2556,05-10-10,-633,2370,-1635
2557,04-10-10,-1377,6535,-5101
2558,01-10-10,-2538,4619,-1990
2559,30-09-10,-2200,4210,-1916
2560,29-09-10,-3011,3622,715
2561,28-09-10,864,428,-811
2562,27-09-10,-28,1314,-1297
2563,24-09-10,216,1012,-1149
2564,20-09-10,-289,1320,-1116
2565,17-09-10,-4237,2722,1645
2566,16-09-10,-1428,2051,-331
2567,15-09-10,-1720,4439,-2120
2568,14-09-10,228,4053,-4368
2569,13-09-10,-2810,6873,-3339
2570,10-09-10,-5441,5722,-12
2571,09-09-10,1857,-3080,1295
2572,08-09-10,2306,-489,-1790
2573,07-09-10,-32,2393,-2011
2574,06-09-10,-1570,3571,-1743
2575,03-09-10,-1785,2356,-355
2576,02-09-10,-2842,934,1675
2577,01-09-10,-827,-461,1340
2578,31-08-10,1019,-439,-768
2579,30-08-10,-1843,339,1628
2580,27-08-10,1375,-1342,-245
2581,26-08-10,96,-936,742
2582,25-08-10,2026,-2022,-5
2583,24-08-10,630,932,-1594
2584,23-08-10,807,380,-1428
2585,20-08-10,-155,1770,-1879
2586,19-08-10,-4012,1533,2466
2587,18-08-10,-1918,1440,299
2588,17-08-10,-996,-1375,2375
2589,16-08-10,2216,-3590,1101
2590,13-08-10,1215,-1594,39
2591,12-08-10,4620,-5397,383
2592,11-08-10,2844,-91,-2654
2593,10-08-10,786,531,-1543
2594,09-08-10,-831,626,-29
2595,06-08-10,-1219,-453,1592
2596,05-08-10,418,-1651,1120
2597,04-08-10,958,2039,-3121
2598,03-08-10,-2656,3037,-693
2599,02-08-10,-1969,661,1068
2600,30-07-10,-830,893,-192
2601,29-07-10,-781,1593,-525
2602,28-07-10,-2297,1333,982
2603,27-07-10,225,5844,-5211
2604,26-07-10,-2057,1543,653
2605,23-07-10,-2813,2249,754
2606,22-07-10,203,32,-92
2607,21-07-10,-1249,2472,-1139
2608,20-07-10,1874,-190,-1595
2609,19-07-10,1338,-567,-591
2610,16-07-10,616,3013,-3446
2611,15-07-10,564,4837,-5101
2612,14-07-10,-8136,9027,-297
2613,13-07-10,-3164,2927,927
2614,12-07-10,-3344,3377,8
2615,09-07-10,-4828,3126,1619
2616,08-07-10,-2769,444,2284
2617,07-07-10,2702,-3914,1113
2618,06-07-10,820,-3351,2394
2619,05-07-10,1045,-650,-450
2620,02-07-10,3659,-2319,-1434
2621,01-07-10,4299,-2693,-1438
2622,30-06-10,2627,-3326,583
2623,29-06-10,-689,550,76
2624,28-06-10,234,-1383,1312
2625,25-06-10,521,-1524,725
2626,24-06-10,-1346,260,1028
2627,23-06-10,762,-318,-183
2628,22-06-10,2007,-162,-1583
2629,21-06-10,-4071,2953,1304
2630,18-06-10,-645,2638,-748
2631,17-06-10,-1640,2309,-370
2632,16-06-10,-2617,3417,-545
2633,15-06-10,-826,152,799
2634,14-06-10,-3705,3019,946
2635,11-06-10,-3403,3072,458
2636,10-06-10,1321,-2600,1314
2637,09-06-10,2144,-341,-1693
2638,08-06-10,1889,-2133,414
2639,07-06-10,1102,-2678,1467
2640,04-06-10,-1365,974,527
2641,03-06-10,-2837,2665,187
2642,01-06-10,1208,-696,-313
2643,31-05-10,-673,1733,-1053
2644,28-05-10,474,585,-1041
2645,27-05-10,1708,-3088,1146
2646,26-05-10,994,-2288,1308
2647,25-05-10,-412,-5829,5824
2648,24-05-10,-920,-1040,1914
2649,20-05-10,1917,-3871,1864
2650,19-05-10,4203,-5989,1552
2651,18-05-10,2272,-4234,2027
2652,17-05-10,7634,-7615,-514
2653,14-05-10,2263,-2064,-348
2654,13-05-10,-1179,684,405
2655,12-05-10,3317,-4049,668
2656,11-05-10,2033,159,-2147
2657,10-05-10,4039,-3280,-899
2658,07-05-10,4846,-12456,7131
2659,06-05-10,3552,-7439,3718
2660,04-05-10,2810,-73,-2980
2661,03-05-10,3028,-2343,-804
2662,30-04-10,-2104,4399,-2492
2663,29-04-10,609,586,-990
2664,28-04-10,3957,-429,-3483
2665,27-04-10,1732,1213,-2742
2666,26-04-10,-2590,2085,470
2667,23-04-10,-302,1601,-1279
2668,22-04-10,2083,949,-2987
2669,21-04-10,-3944,2804,989
2670,20-04-10,2468,-331,-2260
2671,19-04-10,1442,-741,-862
2672,16-04-10,1338,1844,-3336
2673,15-04-10,-1767,5170,-3416
2674,14-04-10,-1722,2082,261
2675,13-04-10,826,-181,-537
2676,12-04-10,933,370,-1295
2677,09-04-10,3606,6225,-1239
2678,08-04-10,61,4468,-4494
2679,07-04-10,-2078,4788,-2628
2680,06-04-10,-348,1486,-1067
2681,05-04-10,12,2514,-2333
2682,02-04-10,-553,6227,-5702
2683,01-04-10,-3867,4474,-449
2684,31-03-10,-285,1254,-640
2685,30-03-10,-1166,3550,-2211
2686,29-03-10,-2107,3264,-1059
2687,26-03-10,-1201,2113,-836
2688,25-03-10,-1475,2058,-520
2689,24-03-10,-1608,3694,-2046
2690,23-03-10,-1079,1915,-909
2691,22-03-10,2637,433,-3091
2692,19-03-10,-3069,2841,249
2693,18-03-10,-2181,2938,-745
2694,17-03-10,-6211,6567,-146
2695,16-03-10,2083,3959,-4949
2696,15-03-10,29,570,-592
2697,12-03-10,-1319,2400,-1113
2698,11-03-10,-295,-1863,2360
2699,10-03-10,-1762,1463,625
2700,09-03-10,-2835,3188,-52
2701,08-03-10,-5724,5014,990
2702,05-03-10,-3225,1404,1874
2703,04-03-10,-1287,1363,-70
2704,03-03-10,-2440,941,1502
2705,02-03-10,-4043,4215,-209
2706,26-02-10,433,-1683,1231
2707,25-02-10,3165,-2342,-912
2708,24-02-10,1469,-1931,573
2709,23-02-10,-1429,497,1046
2710,22-02-10,-5173,2562,2732
2711,19-02-10,-258,337,52
2712,18-02-10,-387,1888,-1476
2713,17-02-10,-3543,3824,-60
2714,16-02-10,-1568,592,925
2715,12-02-10,1963,-412,-1687
2716,11-02-10,-3199,875,2421
2717,10-02-10,1472,148,-1626
2718,09-02-10,596,-455,-180
2719,08-02-10,1138,-2149,999
2720,05-02-10,538,-2988,2264
2721,04-02-10,117,262,-616
2722,03-02-10,17,1388,-1529
2723,02-02-10,2207,335,-2734
2724,01-02-10,770,-930,11
2725,29-01-10,555,-814,190
2726,28-01-10,-246,1339,-1183
2727,27-01-10,1062,-4483,3028
2728,26-01-10,3307,-1987,-1104
2729,25-01-10,1482,396,-1840
2730,22-01-10,7610,-4906,-3308
2731,21-01-10,-258,1574,-746
2732,20-01-10,756,2143,-2935
2733,19-01-10,1136,452,-1526
2734,18-01-10,416,282,-631
2735,15-01-10,-2226,3761,-1706
2736,14-01-10,461,-2423,1859
2737,13-01-10,4223,-1408,-2506
2738,12-01-10,-815,1259,-442
2739,11-01-10,171,-1590,1604
2740,08-01-10,375,594,-743
2741,07-01-10,-1656,2202,-855
2742,06-01-10,-3470,3508,-367
2743,05-01-10,-1666,3916,-2227
2744,04-01-10,-2700,2387,-72
2745,30-12-09,-3537,1898,1644
2746,29-12-09,1297,1025,-2457
2747,28-12-09,2404,-578,-1510
2748,24-12-09,-6280,2653,3779
2749,23-12-09,-2111,1536,2166
2750,22-12-09,-1967,1143,1308
2751,21-12-09,-361,-53,888
2752,18-12-09,679,-1717,1002
2753,17-12-09,1052,645,-1725
2754,16-12-09,-122,-643,851
2755,15-12-09,1043,1653,-2251
2756,14-12-09,1382,101,757
2757,11-12-09,-2946,1231,2238
2758,10-12-09,-833,2830,-891
2759,09-12-09,-2469,-877,2508
2760,08-12-09,-433,1644,-987
2761,07-12-09,-1998,2646,-467
2762,04-12-09,-4731,2334,2760
2763,03-12-09,-3994,944,3228
2764,02-12-09,-2490,3768,-1122
2765,01-12-09,-544,306,311
2766,30-11-09,1628,1274,-2770
2767,27-11-09,2511,-2102,-546
2768,26-11-09,476,747,-1228
2769,25-11-09,123,-678,590
2770,24-11-09,2594,2504,-857
2771,23-11-09,1515,-212,-1079
2772,20-11-09,-679,285,404
2773,19-11-09,-5516,6728,-1192
2774,18-11-09,-3415,1462,3981
2775,17-11-09,-149,2016,-2004
2776,16-11-09,-1153,-138,1123
2777,13-11-09,701,-1104,443
2778,12-11-09,2622,-1294,-1487
2779,11-11-09,-589,-546,1180
2780,10-11-09,-2225,2657,-353
2781,09-11-09,-2316,1249,1216
2782,06-11-09,-1501,1340,82
2783,05-11-09,2488,-234,-2440
2784,04-11-09,-793,1063,-477
2785,03-11-09,1859,1837,-3872
2786,02-11-09,-554,1423,-842
2787,30-10-09,3220,1282,-4618
2788,29-10-09,3287,-4730,1076
2789,28-10-09,3168,-2715,-494
2790,27-10-09,990,1861,-2923
2791,26-10-09,-4721,1837,2880
2792,23-10-09,-1352,2182,-1074
2793,22-10-09,2548,-1183,-1444
2794,21-10-09,-825,1199,-437
2795,20-10-09,-1978,2219,-459
2796,19-10-09,820,887,-1632
2797,16-10-09,-690,4086,-3106
2798,15-10-09,-3447,5492,-1454
2799,14-10-09,-2554,3563,-651
2800,13-10-09,2220,89,-2485
2801,12-10-09,1788,-520,-1264
2802,09-10-09,-3309,4229,-901
2803,08-10-09,1767,-114,-1863
2804,07-10-09,-1253,1054,338
2805,06-10-09,1443,-313,-1038
2806,05-10-09,3454,-3367,-51
2807,01-10-09,1658,-2438,760
2808,30-09-09,-1862,-135,2367
2809,29-09-09,-329,-1220,1618
2810,28-09-09,3836,-1249,-2356
2811,25-09-09,4442,-1481,-2920
2812,24-09-09,3014,-885,-2091
2813,23-09-09,1650,1277,-2865
2814,22-09-09,-1983,5236,-3214
2815,21-09-09,1429,1871,-3197
2816,18-09-09,-2399,14185,-11038
2817,17-09-09,-2791,7797,-4482
2818,16-09-09,-9250,8967,509
2819,15-09-09,-47,3657,-3807
2820,14-09-09,1835,2042,-3579
2821,11-09-09,-2056,5900,-3719
2822,10-09-09,-7588,4445,3024
2823,09-09-09,4522,909,-5117
2824,08-09-09,-547,741,46
2825,07-09-09,1904,313,-2008
2826,04-09-09,1603,72,-1265
2827,03-09-09,1102,-1523,337
2828,02-09-09,3231,-2871,-136
2829,01-09-09,-2337,211,1954
2830,31-08-09,2435,-273,-2108
2831,28-08-09,-736,2076,-1286
2832,27-08-09,630,2184,-2484
2833,26-08-09,1052,2090,-2727
2834,25-08-09,2452,2094,-4391
2835,24-08-09,497,3017,-2755
2836,21-08-09,3534,2020,-5280
2837,20-08-09,-318,-1670,2288
2838,19-08-09,3915,2002,-5894
2839,18-08-09,319,-1705,1620
2840,17-08-09,7084,1224,-7945
2841,14-08-09,-1846,3696,-1684
2842,13-08-09,3562,2505,-6022
2843,12-08-09,2290,-129,-2219
2844,11-08-09,-2223,1891,379
2845,10-08-09,1009,3418,-4494
2846,07-08-09,-918,1863,-1082
2847,06-08-09,-1011,151,1086
2848,05-08-09,-296,690,-328
2849,04-08-09,-674,5417,-4580
2850,03-08-09,-1578,3870,-2008
2851,31-07-09,-5287,5433,-48
2852,30-07-09,714,2629,-3031
2853,29-07-09,-820,2873,-1931
2854,28-07-09,-1972,4900,-2918
2855,27-07-09,-4616,4784,-47
2856,24-07-09,-3914,4375,-230
2857,23-07-09,-3679,3162,982
2858,22-07-09,-1579,3157,-1405
2859,21-07-09,-2757,4029,-1194
2860,20-07-09,-9238,5153,4076
2861,17-07-09,-3086,1604,1242
2862,16-07-09,-5124,5367,-353
2863,15-07-09,-3247,4732,-1399
2864,14-07-09,2261,-193,-1981
2865,13-07-09,3773,-2268,-1635
2866,10-07-09,-93,-370,584
2867,09-07-09,674,3123,-3677
2868,08-07-09,2163,-1975,-185
2869,07-07-09,-240,1480,-917
2870,06-07-09,-1652,1144,192
2871,03-07-09,-2240,779,1458
2872,02-07-09,64,2802,-3257
2873,01-07-09,-2227,1797,322
2874,30-06-09,-3947,581,3376
2875,29-06-09,-253,293,-57
2876,26-06-09,-281,3545,-3140
2877,25-06-09,-4914,4246,835
2878,24-06-09,1399,-770,-517
2879,23-06-09,4361,-2148,-2256
2880,22-06-09,-497,176,324
2881,19-06-09,630,256,-1022
2882,18-06-09,2403,-491,-1990
2883,17-06-09,3448,-1497,-2066
2884,16-06-09,3681,-1667,-2032
2885,15-06-09,5032,-443,-3981
2886,12-06-09,332,2472,-2761
2887,11-06-09,-3589,7016,-3553
2888,10-06-09,-7176,4306,2729
2889,09-06-09,3358,954,-4070
2890,08-06-09,873,433,-938
2891,05-06-09,1929,1003,-2726
2892,04-06-09,5764,-1084,-4432
2893,03-06-09,416,-941,1106
2894,02-06-09,-1373,4930,-3375
2895,01-06-09,-1397,3311,-1573
2896,29-05-09,-589,3599,-2767
2897,28-05-09,-3817,2514,2082
2898,27-05-09,-197,3277,-2840
2899,26-05-09,3054,1568,-4642
2900,25-05-09,2508,2107,-4679
2901,22-05-09,2682,657,-2953
2902,21-05-09,3170,426,-2988
2903,20-05-09,-2379,5183,-2908
2904,19-05-09,-3143,4239,-1377
2905,18-05-09,3035,1709,-4528
2906,15-05-09,2715,218,-2732
2907,14-05-09,6657,-774,-5574
2908,13-05-09,683,-513,-74
2909,12-05-09,1265,24,-807
2910,11-05-09,2130,2767,-4760
2911,08-05-09,-1380,4403,-2504
2912,07-05-09,2482,2266,-4395
2913,06-05-09,2008,3068,-4969
2914,04-05-09,-8,4029,-3753
2915,30-04-09,-7480,5737,1892
2916,29-04-09,-2678,1385,1385
2917,28-04-09,1923,-262,-952
2918,27-04-09,3647,-673,-2860
2919,24-04-09,1598,1370,-2859
2920,23-04-09,251,1578,-1677
2921,22-04-09,1251,1885,-3259
2922,21-04-09,2351,-823,-1533
2923,20-04-09,2508,2402,-4610
2924,17-04-09,1905,4799,-6432
2925,16-04-09,1055,4786,-5797
2926,15-04-09,2728,-1107,-1947
2927,14-04-09,2300,1266,-3758
2928,13-04-09,1168,3976,-5311
2929,10-04-09,794,4120,-4843
2930,09-04-09,-249,2884,-2665
2931,08-04-09,6059,-3281,-2737
2932,07-04-09,1443,-1161,-493
2933,06-04-09,-1628,2619,-902
2934,03-04-09,-5325,4731,397
2935,02-04-09,-8237,3555,4486
2936,01-04-09,-2026,739,1183
2937,31-03-09,1112,-1657,583
2938,30-03-09,2354,-1067,-1263
2939,27-03-09,-267,3351,-3198
2940,26-03-09,-865,592,543
2941,25-03-09,17,97,-232
2942,24-03-09,-1863,3821,-1918
2943,23-03-09,-3419,2138,1089
2944,20-03-09,-1546,1020,526
2945,19-03-09,123,443,-566
2946,18-03-09,-1170,259,910
2947,17-03-09,-6202,268,5935
2948,16-03-09,1112,-542,-570
2949,13-03-09,947,-527,-421
2950,12-03-09,-2279,-7149,9428
2951,11-03-09,-6941,5584,1357
2952,10-03-09,-3561,1770,1791
2953,09-03-09,907,-597,-311
2954,06-03-09,-1101,-367,1469
2955,05-03-09,-78,676,-598
2956,04-03-09,-476,-1776,2252
2957,03-03-09,-776,-1768,2544
2958,02-03-09,4064,-4087,22
2959,27-02-09,-846,-35,880
2960,26-02-09,1140,-987,-153
2961,25-02-09,2212,-487,-1726
2962,24-02-09,2548,-2988,440
2963,23-02-09,165,-121,-44
2964,20-02-09,3436,-3572,135
2965,19-02-09,3643,-1340,-2303
2966,18-02-09,5013,-1722,-3291
2967,17-02-09,4805,-1748,-3057
2968,16-02-09,2887,-148,-2738
2969,13-02-09,-557,-1285,1842
2970,12-02-09,6699,-2106,-4593
2971,11-02-09,1435,-1100,-334
2972,10-02-09,568,-2167,1599
2973,09-02-09,-76,475,-399
2974,06-02-09,-1524,980,544
2975,05-02-09,-1934,2720,-786
2976,04-02-09,-6197,2231,3966
2977,03-02-09,-1568,2356,-788
2978,02-02-09,1208,2297,-3505
2979,30-01-09,-2624,391,2233
2980,29-01-09,-6710,3758,2952
2981,28-01-09,-7045,1408,5638
2982,23-01-09,2705,-1473,-1232
2983,22-01-09,1996,-636,-1360
2984,21-01-09,2901,-2428,-473
2985,20-01-09,1892,-616,-1275
2986,19-01-09,-1308,1630,-322
2987,16-01-09,2363,-3075,712
2988,15-01-09,5635,-1782,-3853
2989,14-01-09,-65,103,-37
2990,13-01-09,2048,313,-2362
2991,12-01-09,2080,-992,-1088
2992,09-01-09,2501,-854,-1647
2993,08-01-09,1895,-1326,-569
2994,07-01-09,-5887,5606,281
2995,06-01-09,-7514,3683,3830
2996,05-01-09,-2513,3341,-829
2997,02-01-09,-1574,643,931
2998,30-12-08,-4856,1917,2939
2999,29-12-08,-1075,451,624
3000,26-12-08,949,-534,-416
3001,24-12-08,1316,-1013,-303
3002,23-12-08,1366,-659,-707
3003,22-12-08,1327,189,-1516
3004,19-12-08,-2489,2332,157
3005,18-12-08,-1743,79,1663
3006,17-12-08,707,1304,-2011
3007,16-12-08,1692,-596,-1095
3008,15-12-08,-2732,975,1757
3009,12-12-08,3181,115,-3296
3010,11-12-08,-2682,-1152,3834
3011,10-12-08,-7920,3360,4560
3012,09-12-08,-2283,1992,292
3013,08-12-08,-7686,1146,6540
3014,05-12-08,-2427,-62,2489
3015,04-12-08,1585,-99,-1486
3016,03-12-08,3353,-1437,-1916
3017,02-12-08,624,-96,-527
3018,01-12-08,305,338,-644
3019,28-11-08,-4741,2756,1985
3020,27-11-08,-4507,1939,2568
3021,26-11-08,-3182,1185,1997
3022,25-11-08,-498,-524,1022
3023,24-11-08,1314,-834,-481
3024,21-11-08,-641,63,577
3025,20-11-08,285,-879,594
3026,19-11-08,2555,-2443,-112
3027,18-11-08,3621,-1642,-1978
3028,17-11-08,1223,-1029,-194
3029,14-11-08,4242,-1367,-2875
3030,13-11-08,4161,-3605,-556
3031,12-11-08,-576,-1784,2359
3032,11-11-08,-348,-976,1324
3033,10-11-08,-2041,89,1952
3034,07-11-08,36,-276,240
3035,06-11-08,1541,-2830,1289
3036,05-11-08,-2146,671,1476
3037,04-11-08,1157,-4507,3351
3038,03-11-08,2092,-444,-1648
3039,31-10-08,-2615,3215,-599
3040,30-10-08,-2050,272,1777
3041,29-10-08,-61,82,-21
3042,28-10-08,-162,-2821,2983
3043,27-10-08,-3546,-3179,6724
3044,24-10-08,-794,-2750,3543
3045,23-10-08,1364,-992,-372
3046,22-10-08,3357,-3569,212
3047,21-10-08,1305,-108,-1197
3048,20-10-08,-561,-3475,4036
3049,17-10-08,5827,-4943,-884
3050,16-10-08,5700,-6198,498
3051,15-10-08,2364,-4427,2063
3052,14-10-08,-802,1396,-594
3053,13-10-08,1303,-5186,3883
3054,10-10-08,2912,-4010,1098
3055,09-10-08,-160,-845,1005
3056,08-10-08,1543,-447,-1096
3057,07-10-08,-123,-1087,1210
3058,06-10-08,4070,-2481,-1589
3059,02-10-08,2249,-3243,994
3060,01-10-08,3505,-1073,-2432
3061,30-09-08,-753,-1044,1797
3062,29-09-08,3776,4700,-8476
3063,26-09-08,2431,-1679,-752
3064,25-09-08,1309,-2318,1009
3065,24-09-08,-85,422,-338
3066,23-09-08,-393,-2823,3216
3067,22-09-08,-3810,2146,1664
3068,19-09-08,-8097,2471,5626
3069,18-09-08,3559,-4983,1424
3070,17-09-08,662,1159,-1820
3071,16-09-08,-2603,-6054,8657
3072,12-09-08,-1450,-3928,5378
3073,11-09-08,5149,1135,-6284
3074,10-09-08,142,-5513,5371
3075,09-09-08,2306,-2062,-244
3076,08-09-08,-1400,97,1302
3077,05-09-08,1050,-2526,1476
3078,04-09-08,1889,-3015,1126
3079,03-09-08,-1339,-80,1420
3080,02-09-08,-4246,-2526,6773
3081,01-09-08,-3617,-277,3893
3082,29-08-08,-2148,-2391,4539
3083,28-08-08,352,-544,192
3084,27-08-08,-1708,-2871,4579
3085,26-08-08,-1275,-3276,4550
3086,25-08-08,-1263,-991,2254
3087,22-08-08,-401,-2760,3162
3088,21-08-08,1443,-1557,115
3089,20-08-08,1686,-4324,2637
3090,19-08-08,2071,-3666,1595
3091,18-08-08,763,32,-794
